year,conm,직명코드,직명,name_ts,name,regist_num,birthdate
2018,그랜드코리아레저(주),721,사외이사,최규학,최규학,104-81-96184,196101
2018,그랜드코리아레저(주),721,사외이사,천진심,천진심,104-81-96184,196902
2018,그랜드코리아레저(주),721,사외이사,김학준,김학준,104-81-96184,197008
2018,그랜드코리아레저(주),721,사외이사,송성영,송성영,104-81-96184,196004
2018,그랜드코리아레저(주),721,사외이사,김숙진,김숙진,104-81-96184,196312
2019,그랜드코리아레저(주),721,사외이사,김숙진,김숙진,104-81-96184,196312
2019,그랜드코리아레저(주),721,사외이사,김동범,김동범,104-81-96184,196711
2019,그랜드코리아레저(주),721,사외이사,송성영,송성영,104-81-96184,196004
2019,그랜드코리아레저(주),721,사외이사,천진심,천진심,104-81-96184,196902
2019,그랜드코리아레저(주),721,사외이사,최규학,최규학,104-81-96184,196101
2019,그랜드코리아레저(주),721,사외이사,김학준,김학준,104-81-96184,197008
2017,그랜드코리아레저(주),721,사외이사,채용식,채용식,104-81-96184,195803
2017,그랜드코리아레저(주),721,사외이사,전병묵,전병묵,104-81-96184,194801
2017,그린케미칼(주),721,사외이사,백승택,백승택,316-81-03672,196906
2018,그린케미칼(주),721,사외이사,백승택,백승택,316-81-03672,196906
2019,그린케미칼(주),721,사외이사,백승택,백승택,316-81-03672,196906
2017,극동유화(주),721,사외이사,이현구,이현구,621-81-00510,193901
2018,극동유화(주),721,사외이사,이현구,이현구,621-81-00510,193901
2017,극동유화(주),721,사외이사,허근태,허근태,621-81-00510,195503
2019,극동유화(주),721,사외이사,허근태,허근태,621-81-00510,195503
2019,극동유화(주),721,사외이사,이현구,이현구,621-81-00510,193901
2018,극동유화(주),721,사외이사,허근태,허근태,621-81-00510,195503
2018,글로벌에스엠테크리미티드,721,사외이사,유재만,유재만,000-81-20006,195707
2019,글로벌에스엠테크리미티드,721,사외이사,노금구,노금구,000-81-20006,195802
2017,글로벌에스엠테크리미티드,721,사외이사,유재만,유재만,000-81-20006,195707
2017,글로벌텍스프리(주),751,사외이사(감사위원),공명민,공명민,104-86-56135,195402
2018,글로벌텍스프리(주),721,사외이사,고강녕,고강녕,104-86-56135,197406
2018,글로벌텍스프리(주),751,사외이사(감사위원),이성환,이성환,104-86-56135,197305
2018,글로벌텍스프리(주),751,사외이사(감사위원),황영선,황영선,104-86-56135,196301
2019,글로벌텍스프리(주),721,사외이사,조성규,조성규,104-86-56135,196704
2019,글로벌텍스프리(주),721,사외이사,고강녕,고강녕,104-86-56135,197406
2019,글로벌텍스프리(주),721,사외이사,이성환,이성환,104-86-56135,197305
2017,글로벌텍스프리(주),721,사외이사,이성환,이성환,104-86-56135,197305
2017,글로벌텍스프리(주),751,사외이사(감사위원),황영선,황영선,104-86-56135,196301
2019,글로본(주),721,사외이사,정대표,정대표,116-81-16261,195605
2018,글로본(주),721,사외이사,정대표,정대표,116-81-16261,195605
2017,글로본(주),721,사외이사,정대표,정대표,116-81-16261,195606
2018,금강공업(주),751,사외이사(감사위원),김동오,김동오,603-81-15882,195312
2018,금강공업(주),751,사외이사(감사위원),김요환,김요환,603-81-15882,195602
2018,금강공업(주),751,사외이사(감사위원),이성오,이성오,603-81-15882,195306
2019,금강공업(주),751,사외이사(감사위원),김동오,김동오,603-81-15882,195312
2019,금강공업(주),751,사외이사(감사위원),김요환,김요환,603-81-15882,195602
2019,금강공업(주),751,사외이사(감사위원),이성오,이성오,603-81-15882,195306
2017,금강공업(주),720,사외이사,이성오,이성오,603-81-15882,195306
2017,금강철강(주),751,사외이사(감사위원),이기태,이기태,202-81-09038,194608
2017,금강철강(주),751,사외이사(감사위원),이정인,이정인,202-81-09038,194312
2018,금강철강(주),751,사외이사(감사위원),이정인,이정인,202-81-09038,194312
2018,금강철강(주),751,사외이사(감사위원),이태호,이태호,202-81-09038,194309
2018,금강철강(주),751,사외이사(감사위원),이기태,이기태,202-81-09038,194608
2019,금강철강(주),751,사외이사(감사위원),한길재,한길재,202-81-09038,195201
2019,금강철강(주),751,사외이사(감사위원),백승원,백승원,202-81-09038,198412
2019,금강철강(주),751,사외이사(감사위원),이태호,이태호,202-81-09038,194309
2017,금강철강(주),751,사외이사(감사위원),이태호,이태호,202-81-09038,194309
2017,금호산업(주),751,사외이사(감사위원),강정채,강정채,104-81-31309,194703
2017,금호산업(주),751,사외이사(감사위원),정서진,정서진,104-81-31309,195303
2017,금호산업(주),721,사외이사,김희철,김희철,104-81-31309,195806
2017,금호산업(주),751,사외이사(감사위원),황성호,황성호,104-81-31309,195709
2018,금호산업(주),751,사외이사(감사위원),최영준,최영준,104-81-31309,195901
2018,금호산업(주),721,사외이사,이근식,이근식,104-81-31309,194602
2018,금호산업(주),751,사외이사(감사위원),김희철,김희철,104-81-31309,195806
2018,금호산업(주),721,사외이사,조재영,조재영,104-81-31309,195704
2018,금호산업(주),751,사외이사(감사위원),정서진,정서진,104-81-31309,195303
2017,금호산업(주),721,사외이사,조재영,조재영,104-81-31309,195704
2018,금호산업(주),721,사외이사,이상열,이상열,104-81-31309,196108
2019,금호산업(주),721,사외이사,이상열,이상열,104-81-31309,196108
2019,금호산업(주),751,사외이사(감사위원),최영준,최영준,104-81-31309,195901
2019,금호산업(주),751,사외이사(감사위원),정서진,정서진,104-81-31309,195303
2019,금호산업(주),751,사외이사(감사위원),이근식,이근식,104-81-31309,194602
2017,금호석유화학(주),751,사외이사(감사위원),이휘성,이휘성,102-81-31147,196101
2017,금호석유화학(주),721,사외이사,정진호,정진호,102-81-31147,195412
2017,금호석유화학(주),721,사외이사,송옥렬,송옥렬,102-81-31147,196911
2017,금호석유화학(주),721,사외이사,이용만,이용만,102-81-31147,193308
2017,금호석유화학(주),751,사외이사(감사위원),정운오,정운오,102-81-31147,195402
2017,금호석유화학(주),721,사외이사,장명기,장명기,102-81-31147,195108
2018,금호석유화학(주),721,사외이사,송옥렬,송옥렬,102-81-31147,196911
2018,금호석유화학(주),751,사외이사(감사위원),이용만,이용만,102-81-31147,193308
2018,금호석유화학(주),751,사외이사(감사위원),정운오,정운오,102-81-31147,195402
2018,금호석유화학(주),751,사외이사(감사위원),정진호,정진호,102-81-31147,195412
2018,금호석유화학(주),721,사외이사,정용선,정용선,102-81-31147,195405
2018,금호석유화학(주),721,사외이사,장명기,장명기,102-81-31147,195108
2018,금호석유화학(주),751,사외이사(감사위원),이휘성,이휘성,102-81-31147,196101
2019,금호석유화학(주),721,사외이사,송옥렬,송옥렬,102-81-31147,196911
2019,금호석유화학(주),721,사외이사,장명기,장명기,102-81-31147,195108
2019,금호석유화학(주),751,사외이사(감사위원),이휘성,이휘성,102-81-31147,196101
2019,금호석유화학(주),751,사외이사(감사위원),정운오,정운오,102-81-31147,195402
2019,금호석유화학(주),751,사외이사(감사위원),이재경,이재경,102-81-31147,195006
2019,금호석유화학(주),751,사외이사(감사위원),정진호,정진호,102-81-31147,195412
2019,금호석유화학(주),721,사외이사,정용선,정용선,102-81-31147,195405
2017,금호전기(주),721,사외이사,정헌상,정헌상,105-81-00527,193908
2018,금호전기(주),721,사외이사,정헌상,정헌상,105-81-00527,193908
2018,금호전기(주),721,사외이사,정광현,정광현,105-81-00527,195209
2019,금호전기(주),720,사외이사,오명균,오명균,105-81-00527,195910
2019,금호전기(주),720,사외이사,이종원,이종원,105-81-00527,197305
2017,금호타이어(주),751,사외이사(감사위원),박해춘,박해춘,101-81-95610,194805
2017,금호타이어(주),751,사외이사(감사위원),신동혁,신동혁,101-81-95610,193908
2017,금호타이어(주),751,사외이사(감사위원),임홍용,임홍용,101-81-95610,195902
2018,금호타이어(주),751,사외이사(감사위원),김종길,김종길,101-81-95610,196203
2018,금호타이어(주),721,사외이사,김정관,김정관,101-81-95610,195908
2018,금호타이어(주),751,사외이사(감사위원),이영현,이영현,101-81-95610,195707
2018,금호타이어(주),751,사외이사(감사위원),채양기,채양기,101-81-95610,195310
2018,금호타이어(주),721,사외이사,최홍엽,최홍엽,101-81-95610,196403
2019,금호타이어(주),751,사외이사(감사위원),이영현,이영현,101-81-95610,195707
2019,금호타이어(주),721,사외이사,최홍엽,최홍엽,101-81-95610,196403
2019,금호타이어(주),751,사외이사(감사위원),김종길,김종길,101-81-95610,196203
2019,금호타이어(주),721,사외이사,김정관,김정관,101-81-95610,195908
2019,금호타이어(주),751,사외이사(감사위원),채양기,채양기,101-81-95610,195310
2018,기신정기(주),721,사외이사,형 창 우,형창우,139-81-16717,196604
2019,기신정기(주),721,사외이사,형창우,형창우,139-81-16717,196604
2020,기신정기(주),721,사외이사,김승호,김승호,139-81-16717,195408
2020,기신정기(주),721,사외이사,형창우,형창우,139-81-16717,196604
2017,기신정기(주),721,사외이사,형 창 우,형창우,139-81-16717,196604
2017,기아자동차(주),751,사외이사(감사위원),이귀남,이귀남,119-81-02316,195104
2017,기아자동차(주),751,사외이사(감사위원),김덕중,김덕중,119-81-02316,195903
2017,기아자동차(주),721,사외이사,김동원,김동원,119-81-02316,196001
2017,기아자동차(주),721,사외이사,한철수,한철수,119-81-02316,195706
2018,기아자동차(주),751,사외이사(감사위원),이귀남,이귀남,119-81-02316,195104
2018,기아자동차(주),751,사외이사(감사위원),김덕중,김덕중,119-81-02316,195903
2018,기아자동차(주),721,사외이사,한철수,한철수,119-81-02316,195706
2018,기아자동차(주),751,사외이사(감사위원),남상구,남상구,119-81-02316,194608
2018,기아자동차(주),721,사외이사,김동원,김동원,119-81-02316,196001
2019,기아자동차(주),721,사외이사,김동원,김동원,119-81-02316,196001
2019,기아자동차(주),751,사외이사(감사위원),김덕중,김덕중,119-81-02316,195903
2019,기아자동차(주),721,사외이사,한철수,한철수,119-81-02316,195706
2019,기아자동차(주),751,사외이사(감사위원),이귀남,이귀남,119-81-02316,195104
2019,기아자동차(주),751,사외이사(감사위원),남상구,남상구,119-81-02316,194608
2018,깨끗한나라(주),721,사외이사,유원규,유원규,201-81-12618,195210
2019,깨끗한나라(주),721,사외이사,유원규,유원규,201-81-12618,195210
2017,깨끗한나라(주),721,사외이사,유원규,유원규,201-81-12618,195210
2017,나노스(주),721,사외이사,김정식,김정식,124-86-26732,196502
2017,나노스(주),721,사외이사,송찬엽,송찬엽,124-86-26732,196006
2018,나노스(주),721,사외이사,송찬엽,송찬엽,124-86-26732,196006
2018,나노스(주),721,사외이사,백윤기,백윤기,124-86-26732,196304
2019,나노스(주),721,사외이사,김형기,김형기,124-86-26732,195110
2019,나노스(주),721,사외이사,김정기,김정기,124-86-26732,195503
2019,나노스(주),721,사외이사,송찬엽,송찬엽,124-86-26732,196006
2017,나노캠텍(주),721,사외이사,이나영,이나영,135-81-35463,197706
2017,나노캠텍(주),721,사외이사,임동조,임동조,135-81-35463,195412
2018,나노캠텍(주),721,사외이사,임동조,임동조,135-81-35463,195412
2018,나노캠텍(주),721,사외이사,이나영,이나영,135-81-35463,197706
2019,나노캠텍(주),721,사외이사,최형준,최형준,135-81-35463,197204
2019,나노캠텍(주),721,사외이사,우정훈,우정훈,135-81-35463,197710
2017,나라엠앤디(주),721,사외이사,윤문희,윤문희,609-81-35789,197610
2018,나라엠앤디(주),721,사외이사,윤문희,윤문희,609-81-35789,197610
2019,나라엠앤디(주),721,사외이사,주종목,주종목,609-81-35789,195409
2018,나무기술(주),721,사외이사,홍석기,홍석기,638-81-00309,196304
2019,나무기술(주),721,사외이사,홍석기,홍석기,638-81-00309,196304
2019,나무기술(주),721,사외이사,장덕진,장덕진,638-81-00309,196607
2017,나무기술(주),721,사외이사,최윤석,최윤석,638-81-00309,197704
2019,나우아이비캐피탈(주),721,사외이사,한상구,한상구,120-87-18329,196811
2018,나우아이비캐피탈(주),721,사외이사,한상구,한상구,120-87-18329,196811
2017,나이스정보통신(주),751,사외이사(감사위원),이윤복,이윤복,220-81-15770,195708
2018,나이스정보통신(주),751,사외이사(감사위원),신승철,신승철,220-81-15770,195804
2018,나이스정보통신(주),751,사외이사(감사위원),이항용,이항용,220-81-15770,196508
2018,나이스정보통신(주),751,사외이사(감사위원),이기영,이기영,220-81-15770,196102
2019,나이스정보통신(주),751,사외이사(감사위원),이항용,이항용,220-81-15770,196508
2019,나이스정보통신(주),751,사외이사(감사위원),신승철,신승철,220-81-15770,195804
2019,나이스정보통신(주),751,사외이사(감사위원),이기영,이기영,220-81-15770,196102
2017,나이스정보통신(주),751,사외이사(감사위원),이항용,이항용,220-81-15770,196508
2017,나이스정보통신(주),751,사외이사(감사위원),신승철,신승철,220-81-15770,195804
2017,나이스평가정보(주),751,사외이사(감사위원),원중희,원중희,116-81-15020,195812
2017,나이스평가정보(주),751,사외이사(감사위원),김일환,김일환,116-81-15020,196512
2018,나이스평가정보(주),751,사외이사(감사위원),하위진,하위진,116-81-15020,195311
2018,나이스평가정보(주),751,사외이사(감사위원),원중희,원중희,116-81-15020,195812
2018,나이스평가정보(주),751,사외이사(감사위원),김일환,김일환,116-81-15020,196512
2019,나이스평가정보(주),751,사외이사(감사위원),김일환,김일환,116-81-15020,196512
2019,나이스평가정보(주),751,사외이사(감사위원),이재일,이재일,116-81-15020,196301
2019,나이스평가정보(주),751,사외이사(감사위원),남병호,남병호,116-81-15020,196702
2017,나이스평가정보(주),751,사외이사(감사위원),하위진,하위진,116-81-15020,195311
2018,남광토건(주),721,사외이사,조정현,조정현,120-81-01995,196208
2019,남광토건(주),721,사외이사,조정현,조정현,120-81-01995,196208
2017,남광토건(주),721,사외이사,조정현,조정현,120-81-01995,196208
2017,남양유업(주),721,사외이사,양동훈,양동훈,202-81-04367,194601
2017,남양유업(주),721,사외이사,이상우,이상우,202-81-04367,196103
2019,남양유업(주),721,사외이사,이상우,이상우,202-81-04367,196103
2019,남양유업(주),721,사외이사,양동훈,양동훈,202-81-04367,194601
2017,남해화학(주),751,사외이사(감사위원),김길용,김길용,201-81-45104,196010
2017,남해화학(주),721,사외이사,손은남,손은남,201-81-45104,194306
2017,남해화학(주),721,사외이사,백광진,백광진,201-81-45104,195702
2017,남해화학(주),751,사외이사(감사위원),이대환,이대환,201-81-45104,195306
2017,남해화학(주),721,사외이사,김상현,김상현,201-81-45104,195103
2017,남해화학(주),751,사외이사(감사위원),이동현,이동현,201-81-45104,194802
2018,남해화학(주),721,사외이사,김학곤,김학곤,201-81-45104,194707
2018,남해화학(주),721,사외이사,손은남,손은남,201-81-45104,194306
2018,남해화학(주),751,사외이사(감사위원),이동현,이동현,201-81-45104,194802
2018,남해화학(주),721,사외이사,임우규,임우규,201-81-45104,195903
2018,남해화학(주),721,사외이사,고상연,고상연,201-81-45104,194810
2017,남해화학(주),721,사외이사,임우규,임우규,201-81-45104,195903
2018,남해화학(주),721,사외이사,김상현,김상현,201-81-45104,195103
2018,남해화학(주),751,사외이사(감사위원),김길용,김길용,201-81-45104,196010
2018,남해화학(주),751,사외이사(감사위원),이대환,이대환,201-81-45104,195306
2018,남해화학(주),751,사외이사(감사위원),김종구,김종구,201-81-45104,195902
2017,남해화학(주),721,사외이사,김학곤,김학곤,201-81-45104,194707
2019,남해화학(주),751,사외이사(감사위원),이대환,이대환,201-81-45104,195306
2019,남해화학(주),721,사외이사,김상현,김상현,201-81-45104,195103
2019,남해화학(주),751,사외이사(감사위원),김종구,김종구,201-81-45104,195902
2019,남해화학(주),721,사외이사,임우규,임우규,201-81-45104,195903
2019,남해화학(주),751,사외이사(감사위원),이동현,이동현,201-81-45104,194802
2019,남해화학(주),721,사외이사,고상연,고상연,201-81-45104,194810
2019,남해화학(주),751,사외이사(감사위원),김길용,김길용,201-81-45104,196010
2019,남해화학(주),721,사외이사,손은남,손은남,201-81-45104,194306
2017,남해화학(주),751,사외이사(감사위원),김종구,김종구,201-81-45104,195902
2018,남화산업(주),721,사외이사,오병주,오병주,408-81-11016,195005
2019,남화산업(주),721,사외이사,오병주,오병주,408-81-11016,195005
2019,남화산업(주),721,사외이사,이무용,이무용,408-81-11016,196202
2018,남화산업(주),721,사외이사,이무용,이무용,408-81-11016,196202
2017,남화토건(주),721,사외이사,오성동,오성동,408-81-08184,194609
2017,남화토건(주),721,사외이사,오병교,오병교,408-81-08184,194609
2017,남화토건(주),721,사외이사,양형일,양형일,408-81-08184,195103
2018,남화토건(주),721,사외이사,고영민,고영민,408-81-08184,195912
2018,남화토건(주),721,사외이사,오병교,오병교,408-81-08184,194609
2019,남화토건(주),721,사외이사,고영민,고영민,408-81-08184,195912
2019,남화토건(주),721,사외이사,오병교,오병교,408-81-08184,194609
2018,남화토건(주),721,사외이사,양형일,양형일,408-81-08184,195103
2017,네이버(주),751,사외이사(감사위원),이인무,이인무,220-81-62517,196606
2018,네이버(주),751,사외이사(감사위원),홍준표,홍준표,220-81-62517,196712
2018,네이버(주),751,사외이사(감사위원),정의종,정의종,220-81-62517,196308
2018,네이버(주),751,사외이사(감사위원),정도진,정도진,220-81-62517,196901
2018,네이버(주),751,사외이사(감사위원),이인무,이인무,220-81-62517,196606
2019,네이버(주),751,사외이사(감사위원),홍준표,홍준표,220-81-62517,196712
2019,네이버(주),751,사외이사(감사위원),정의종,정의종,220-81-62517,196308
2019,네이버(주),751,사외이사(감사위원),이인무,이인무,220-81-62517,196606
2019,네이버(주),751,사외이사(감사위원),정도진,정도진,220-81-62517,196901
2017,네이버(주),751,사외이사(감사위원),정의종,정의종,220-81-62517,196308
2017,네이버(주),751,사외이사(감사위원),홍준표,홍준표,220-81-62517,196712
2017,네이버(주),751,사외이사(감사위원),김수욱,김수욱,220-81-62517,196505
2017,넥센타이어(주),721,사외이사,김현전,김현전,621-81-10769,197109
2017,넥센타이어(주),751,사외이사(감사위원),전태준,전태준,621-81-10769,194706
2018,넥센타이어(주),751,사외이사(감사위원),전태준,전태준,621-81-10769,194706
2018,넥센타이어(주),751,사외이사(감사위원),김현전,김현전,621-81-10769,197109
2018,넥센타이어(주),751,사외이사(감사위원),김유경,김유경,621-81-10769,195806
2019,넥센타이어(주),751,사외이사(감사위원),김현전,김현전,621-81-10769,197109
2019,넥센타이어(주),751,사외이사(감사위원),김유경,김유경,621-81-10769,195806
2019,넥센타이어(주),751,사외이사(감사위원),권승화,권승화,621-81-10769,195703
2017,넥센타이어(주),751,사외이사(감사위원),김유경,김유경,621-81-10769,195806
2017,넥슨지티(주),721,사외이사,신성재,신성재,126-81-15901,196801
2019,넥슨지티(주),721,사외이사,신성재,신성재,126-81-15901,196801
2018,넥슨지티(주),721,사외이사,신성재,신성재,126-81-15901,196801
2017,넷마블(주),751,사외이사(감사위원),이종화,이종화,105-87-64746,197504
2017,넷마블(주),751,사외이사(감사위원),허태원,허태원,105-87-64746,197003
2018,넷마블(주),751,사외이사(감사위원),이종화,이종화,105-87-64746,197504
2018,넷마블(주),751,사외이사(감사위원),허태원,허태원,105-87-64746,197003
2018,넷마블(주),751,사외이사(감사위원),박동호,박동호,105-87-64746,195602
2019,넷마블(주),751,사외이사(감사위원),이종화,이종화,105-87-64746,197504
2019,넷마블(주),751,사외이사(감사위원),허태원,허태원,105-87-64746,197003
2019,넷마블(주),751,사외이사(감사위원),박동호,박동호,105-87-64746,195602
2017,넷마블(주),751,사외이사(감사위원),박동호,박동호,105-87-64746,195602
2017,농업회사법인(주)농우바이오,721,사외이사,서규용,서규용,124-81-16938,194801
2017,농업회사법인(주)농우바이오,721,사외이사,성진근,성진근,124-81-16938,194110
2017,농업회사법인(주)농우바이오,721,사외이사,김태완,김태완,124-81-16938,196204
2017,농업회사법인(주)농우바이오,721,사외이사,최지현,최지현,124-81-16938,195706
2018,농업회사법인(주)농우바이오,751,사외이사(감사위원),박철,박철,124-81-16938,196001
2018,농업회사법인(주)농우바이오,721,사외이사,최지현,최지현,124-81-16938,195706
2018,농업회사법인(주)농우바이오,721,사외이사,김태완,김태완,124-81-16938,196204
2018,농업회사법인(주)농우바이오,751,사외이사(감사위원),남대현,남대현,124-81-16938,195411
2018,농업회사법인(주)농우바이오,751,사외이사(감사위원),박석주,박석주,124-81-16938,195201
2018,농업회사법인(주)농우바이오,721,사외이사,서규용,서규용,124-81-16938,194801
2019,농업회사법인(주)농우바이오,721,사외이사,박성흠,박성흠,124-81-16938,194907
2019,농업회사법인(주)농우바이오,751,사외이사(감사위원),박 철,박철,124-81-16938,196001
2019,농업회사법인(주)농우바이오,751,사외이사(감사위원),최지현,최지현,124-81-16938,195706
2019,농업회사법인(주)농우바이오,751,사외이사(감사위원),김태완,김태완,124-81-16938,196204
2017,농업회사법인(주)농우바이오,721,사외이사,박석주,박석주,124-81-16938,195201
2017,농업회사법인(주)농우바이오,721,사외이사,남대현,남대현,124-81-16938,195411
2017,농업회사법인(주)농우바이오,721,사외이사,고희종,고희종,124-81-16938,195809
2017,농업회사법인아시아종묘(주),721,사외이사,홍창표,홍창표,215-86-58597,195602
2017,농업회사법인아시아종묘(주),721,사외이사,임동현,임동현,215-86-58597,197002
2018,농업회사법인아시아종묘(주),721,사외이사,차은호,차은호,215-86-58597,195709
2019,농업회사법인아시아종묘(주),721,사외이사,차은호,차은호,215-86-58597,195709
2020,농업회사법인아시아종묘(주),721,사외이사,차은호,차은호,215-86-58597,195709
2018,뉴지랩(주),721,사외이사,한루이루이,한루이루이,130-86-04354,198009
2018,뉴지랩(주),721,사외이사,유정환,유정환,130-86-04354,196702
2019,뉴지랩(주),721,사외이사,정재상,정재상,130-86-04354,197305
2019,뉴지랩(주),721,사외이사,유정환,유정환,130-86-04354,196702
2017,뉴지랩(주),721,사외이사,한루이루이,한루이루이,130-86-04354,198009
2018,뉴프라이드코퍼레이션,721,사외이사,Hansoo Kyoung,HansooKyoung,000-81-20009,196510
2018,뉴프라이드코퍼레이션,721,사외이사,LLOYD Y LEE,LLOYDYLEE,000-81-20009,196311
2019,뉴프라이드코퍼레이션,721,사외이사,Louis Monico,LouisMonico,000-81-20009,196604
2018,뉴프라이드코퍼레이션,721,사외이사,Louis Monico,LouisMonico,000-81-20009,196604
2019,뉴프라이드코퍼레이션,721,사외이사,Hansoo Kyoung,HansooKyoung,000-81-20009,196510
2017,다스코(주),751,사외이사(감사위원),조재현,조재현,408-81-25446,195503
2017,다스코(주),751,사외이사(감사위원),전의천,전의천,408-81-25446,195406
2018,다스코(주),751,사외이사(감사위원),조재현,조재현,408-81-25446,195503
2018,다스코(주),751,사외이사(감사위원),한상옥,한상옥,408-81-25446,196510
2018,다스코(주),751,사외이사(감사위원),전의천,전의천,408-81-25446,195406
2019,다스코(주),751,사외이사(감사위원),전의천,전의천,408-81-25446,195406
2019,다스코(주),751,사외이사(감사위원),이계원,이계원,408-81-25446,195811
2019,다스코(주),751,사외이사(감사위원),김종호,김종호,408-81-25446,195312
2017,다스코(주),751,사외이사(감사위원),한상옥,한상옥,408-81-25446,196510
2018,대동공업(주),751,사외이사(감사위원),이원오,이원오,514-81-06690,196702
2018,대동공업(주),751,사외이사(감사위원),이태근,이태근,514-81-06690,194712
2018,대동공업(주),751,사외이사(감사위원),박해식,박해식,514-81-06690,195912
2019,대동공업(주),751,사외이사(감사위원),현수룡,현수룡,514-81-06690,196912
2019,대동공업(주),751,사외이사(감사위원),박해식,박해식,514-81-06690,195912
2019,대동공업(주),751,사외이사(감사위원),이원오,이원오,514-81-06690,196702
2017,대동공업(주),751,사외이사(감사위원),박해식,박해식,514-81-06690,195912
2017,대동공업(주),751,사외이사(감사위원),이원오,이원오,514-81-06690,196702
2017,대동공업(주),751,사외이사(감사위원),이태근,이태근,514-81-06690,194712
2017,대동금속(주),721,사외이사,김태현,김태현,514-81-06365,197312
2018,대동금속(주),721,사외이사,김태현,김태현,514-81-06365,197312
2019,대동금속(주),721,사외이사,김태현,김태현,514-81-06365,197312
2018,대동기어(주),751,사외이사(감사위원),정현근,정현근,619-81-03305,196112
2018,대동기어(주),751,사외이사(감사위원),송창섭,송창섭,619-81-03305,196009
2019,대동기어(주),751,사외이사(감사위원),박희준,박희준,619-81-03305,196904
2019,대동기어(주),751,사외이사(감사위원),박대광,박대광,619-81-03305,197503
2019,대동기어(주),751,사외이사(감사위원),정현근,정현근,619-81-03305,196112
2017,대동기어(주),751,사외이사(감사위원),정현근,정현근,619-81-03305,196112
2017,대동기어(주),751,사외이사(감사위원),주준영,주준영,619-81-03305,196102
2017,대동기어(주),751,사외이사(감사위원),송창섭,송창섭,619-81-03305,196009
2018,대동기어(주),751,사외이사(감사위원),주준영,주준영,619-81-03305,196102
2018,대동전자(주),751,사외이사(감사위원),홍봉주,홍봉주,119-81-04629,195806
2018,대동전자(주),751,사외이사(감사위원),김태익,김태익,119-81-04629,195805
2018,대동전자(주),751,사외이사(감사위원),김재홍,김재홍,119-81-04629,197009
2019,대동전자(주),751,사외이사(감사위원),김태익,김태익,119-81-04629,195806
2020,대동전자(주),751,사외이사(감사위원),김태익,김태익,119-81-04629,195806
2020,대동전자(주),751,사외이사(감사위원),김재홍,김재홍,119-81-04629,197009
2020,대동전자(주),751,사외이사(감사위원),홍봉주,홍봉주,119-81-04629,195806
2017,대동전자(주),751,사외이사(감사위원),김태익,김태익,119-81-04629,195805
2017,대동전자(주),751,사외이사(감사위원),홍봉주,홍봉주,119-81-04629,195806
2019,대동전자(주),751,사외이사(감사위원),홍봉주,홍봉주,119-81-04629,195806
2019,대동전자(주),751,사외이사(감사위원),김재홍,김재홍,119-81-04629,197009
2017,대동전자(주),751,사외이사(감사위원),김재홍,김재홍,119-81-04629,197009
2017,대림건설(주),721,사외이사,이성구,이성구,102-81-34561,195705
2018,대림건설(주),721,사외이사,신진기,신진기,102-81-34561,195604
2019,대림건설(주),721,사외이사,신진기,신진기,102-81-34561,195604
2017,대림비앤코(주),721,사외이사,김광동,김광동,609-81-00261,197210
2017,대림비앤코(주),721,사외이사,성낙용,성낙용,609-81-00261,197401
2017,대림비앤코(주),721,사외이사,윤태성,윤태성,609-81-00261,196102
2018,대림비앤코(주),721,사외이사,성낙용,성낙용,609-81-00261,197401
2018,대림비앤코(주),721,사외이사,윤태성,윤태성,609-81-00261,196102
2019,대림비앤코(주),721,사외이사,성낙용,성낙용,609-81-00261,197401
2019,대림비앤코(주),721,사외이사,윤태성,윤태성,609-81-00261,196102
2019,대림비앤코(주),721,사외이사,김광동,김광동,609-81-00261,197210
2018,대림비앤코(주),721,사외이사,김광동,김광동,609-81-00261,197210
2017,대림산업(주),751,사외이사(감사위원),박찬희,박찬희,116-81-35007,196412
2017,대림산업(주),751,사외이사(감사위원),이한상,이한상,116-81-35007,197107
2017,대림산업(주),721,사외이사,한준호,한준호,116-81-35007,194507
2017,대림산업(주),721,사외이사,장달중,장달중,116-81-35007,194804
2017,대림산업(주),721,사외이사,이충훈,이충훈,116-81-35007,197106
2018,대림산업(주),751,사외이사(감사위원),이충훈,이충훈,116-81-35007,197106
2018,대림산업(주),721,사외이사,김일윤,김일윤,116-81-35007,197002
2018,대림산업(주),751,사외이사(감사위원),박찬희,박찬희,116-81-35007,196412
2018,대림산업(주),751,사외이사(감사위원),이한상,이한상,116-81-35007,197107
2019,대림산업(주),721,사외이사,김일윤,김일윤,116-81-35007,197002
2019,대림산업(주),751,사외이사(감사위원),이한상,이한상,116-81-35007,197107
2019,대림산업(주),751,사외이사(감사위원),이충훈,이충훈,116-81-35007,197106
2019,대림산업(주),751,사외이사(감사위원),박찬희,박찬희,116-81-35007,196412
2019,대림산업(주),721,사외이사,한준호,한준호,116-81-35007,194507
2017,대림통상(주),721,사외이사,백승훈,백승훈,102-81-01153,195201
2018,대림통상(주),721,사외이사,백승훈,백승훈,102-81-01153,195201
2019,대림통상(주),721,사외이사,백승훈,백승훈,102-81-01153,195201
2019,대림통상(주),721,사외이사,이화수,이화수,102-81-01153,196410
2019,대모엔지니어링(주),721,사외이사,장지종,장지종,113-81-16826,195007
2018,대보마그네틱(주),721,사외이사,한동휘,한동휘,130-81-50004,197506
